"gene_id","ko_id"
"TRINITY_DN462810_c0_g1_i3.p1","K03332"
"TRINITY_DN1519_c0_g1_i4.p1","K03335"
"TRINITY_DN57255_c0_g1_i1.p1","K03341"
"TRINITY_DN16125_c0_g1_i1.p1","K03347"
"TRINITY_DN124256_c1_g2_i5.p1","K03348"
"TRINITY_DN51753_c0_g2_i1.p1","K03349"
"TRINITY_DN59136_c0_g1_i5.p1","K03350"
"TRINITY_DN88629_c0_g1_i2.p1","K03353"
"TRINITY_DN149880_c0_g1_i1.p1","K03355"
"TRINITY_DN271606_c0_g1_i1.p1","K03363"
"TRINITY_DN28226_c1_g1_i1.p1","K03364"
"TRINITY_DN281159_c0_g1_i1.p1","K03366"
"TRINITY_DN330770_c0_g1_i1.p1","K03372"
"TRINITY_DN48579_c0_g1_i2.p1","K03377"
"TRINITY_DN42782_c1_g1_i1.p1","K03386"
"TRINITY_DN63625_c0_g2_i7.p1","K03392"
"TRINITY_DN2292_c0_g3_i2.p1","K03403"
"TRINITY_DN107408_c0_g1_i3.p1","K03404"
"TRINITY_DN127478_c0_g1_i3.p1","K03405"
"TRINITY_DN484345_c0_g1_i1.p1","K03406"
"TRINITY_DN154995_c0_g1_i1.p1","K03417"
"TRINITY_DN108515_c0_g1_i1.p1","K03424"
"TRINITY_DN452820_c0_g1_i1.p1","K03428"
"TRINITY_DN469060_c0_g1_i1.p1","K03434"
"TRINITY_DN388397_c0_g1_i1.p1","K03437"
"TRINITY_DN484450_c0_g1_i1.p1","K03439"
"TRINITY_DN213988_c0_g1_i1.p1","K03444"
"TRINITY_DN81851_c0_g2_i1.p1","K03452"
"TRINITY_DN390149_c0_g1_i1.p1","K03453"
"TRINITY_DN269979_c0_g1_i1.p1","K03456"
"TRINITY_DN73588_c0_g1_i1.p1","K03462"
"TRINITY_DN68812_c0_g1_i1.p1","K03494"
"TRINITY_DN103784_c1_g1_i2.p1","K03495"
"TRINITY_DN229821_c0_g1_i2.p1","K03500"
"TRINITY_DN222344_c0_g1_i1.p1","K03501"
"TRINITY_DN83762_c0_g1_i1.p1","K03509"
"TRINITY_DN399381_c0_g1_i1.p1","K03511"
"TRINITY_DN37461_c0_g1_i1.p1","K03512"
"TRINITY_DN261075_c0_g1_i1.p1","K03514"
"TRINITY_DN38611_c0_g1_i1.p1","K03521"
"TRINITY_DN1217_c0_g1_i4.p1","K03522"
"TRINITY_DN88010_c0_g1_i1.p1","K03526"
"TRINITY_DN36177_c0_g1_i1.p1","K03527"
"TRINITY_DN98786_c0_g3_i1.p2","K03530"
"TRINITY_DN204317_c0_g1_i1.p1","K03538"
"TRINITY_DN2316_c0_g1_i1.p1","K03541"
"TRINITY_DN398021_c0_g1_i1.p1","K03564"
"TRINITY_DN445441_c0_g1_i1.p1","K03574"
"TRINITY_DN15189_c0_g1_i1.p1","K03575"
"TRINITY_DN86916_c0_g1_i3.p1","K03579"
"TRINITY_DN269700_c0_g1_i1.p1","K03595"
"TRINITY_DN82650_c0_g1_i1.p1","K03596"
"TRINITY_DN3733_c0_g1_i1.p1","K03626"
"TRINITY_DN8714_c0_g1_i20.p1","K03627"
"TRINITY_DN259253_c0_g1_i1.p1","K03628"
"TRINITY_DN45576_c0_g1_i1.p1","K03635"
"TRINITY_DN73530_c0_g2_i1.p1","K03637"
"TRINITY_DN23738_c0_g1_i1.p1","K03639"
"TRINITY_DN459968_c0_g1_i1.p1","K03640"
"TRINITY_DN63874_c1_g2_i1.p1","K03644"
"TRINITY_DN390767_c0_g1_i2.p1","K03648"
"TRINITY_DN88183_c0_g1_i2.p1","K03654"
"TRINITY_DN446563_c0_g1_i2.p1","K03657"
"TRINITY_DN69750_c2_g1_i1.p1","K03660"
"TRINITY_DN458302_c0_g1_i1.p1","K03661"
"TRINITY_DN12509_c0_g1_i1.p1","K03665"
"TRINITY_DN8573_c0_g2_i1.p1","K03671"
"TRINITY_DN249394_c0_g1_i1.p1","K03676"
"TRINITY_DN1339_c0_g2_i1.p1","K03678"
"TRINITY_DN56633_c0_g1_i1.p1","K03679"
"TRINITY_DN118074_c0_g1_i1.p1","K03686"
"TRINITY_DN60733_c0_g1_i1.p1","K03687"
"TRINITY_DN44771_c0_g1_i1.p1","K03691"
"TRINITY_DN26381_c0_g1_i2.p1","K03695"
"TRINITY_DN50917_c0_g1_i1.p1","K03696"
"TRINITY_DN59050_c0_g1_i8.p1","K03704"
"TRINITY_DN120720_c0_g1_i1.p1","K03715"
"TRINITY_DN60614_c0_g1_i1.p1","K03737"
"TRINITY_DN205384_c0_g1_i1.p1","K03767"
"TRINITY_DN270596_c0_g1_i1.p1","K03768"
"TRINITY_DN63046_c0_g2_i1.p1","K03769"
"TRINITY_DN47809_c1_g1_i1.p1","K03773"
"TRINITY_DN447021_c0_g1_i5.p1","K03782"
"TRINITY_DN99481_c0_g1_i1.p1","K03783"
"TRINITY_DN60190_c0_g1_i1.p1","K03797"
"TRINITY_DN143706_c0_g1_i1.p1","K03798"
"TRINITY_DN125239_c0_g1_i1.p1","K03800"
"TRINITY_DN291287_c0_g1_i1.p1","K03828"
"TRINITY_DN501288_c0_g1_i1.p1","K03832"
"TRINITY_DN16253_c1_g1_i1.p1","K03833"
"TRINITY_DN384364_c0_g1_i1.p1","K03834"
"TRINITY_DN53509_c0_g1_i1.p1","K03837"
"TRINITY_DN220368_c0_g1_i1.p1","K03839"
"TRINITY_DN2060_c0_g1_i3.p1","K03841"
"TRINITY_DN220640_c0_g1_i1.p1","K03842"
"TRINITY_DN326243_c0_g1_i1.p1","K03844"
"TRINITY_DN22454_c0_g1_i3.p2","K03849"
"TRINITY_DN144896_c0_g1_i2.p1","K03850"
"TRINITY_DN3014_c0_g2_i4.p1","K03852"
"TRINITY_DN341514_c0_g1_i1.p1","K03868"
"TRINITY_DN33542_c0_g3_i2.p1","K03869"
"TRINITY_DN481031_c0_g1_i1.p1","K03883"
"TRINITY_DN19102_c0_g2_i1.p1","K03893"
"TRINITY_DN53413_c0_g1_i1.p1","K03921"
"TRINITY_DN17782_c0_g1_i1.p1","K03924"
"TRINITY_DN24672_c0_g1_i1.p1","K03929"
"TRINITY_DN87849_c0_g1_i5.p1","K03931"
"TRINITY_DN155862_c0_g1_i1.p1","K03932"
"TRINITY_DN80760_c3_g1_i1.p1","K03940"
"TRINITY_DN50636_c0_g1_i2.p1","K03941"
"TRINITY_DN273745_c0_g1_i2.p1","K03942"
"TRINITY_DN130027_c0_g2_i1.p1","K03943"
"TRINITY_DN393737_c0_g1_i1.p1","K03946"
"TRINITY_DN109600_c0_g1_i1.p1","K03953"
"TRINITY_DN41547_c1_g1_i1.p1","K03955"
"TRINITY_DN264647_c0_g1_i2.p1","K03969"
"TRINITY_DN95362_c0_g1_i2.p1","K03977"
"TRINITY_DN134422_c0_g1_i2.p1","K03978"
"TRINITY_DN452023_c0_g1_i1.p1","K04040"
"TRINITY_DN34594_c0_g1_i1.p1","K04043"
"TRINITY_DN87399_c0_g2_i2.p1","K04077"
"TRINITY_DN88568_c0_g2_i1.p1","K04078"
"TRINITY_DN56539_c0_g1_i3.p1","K04079"
"TRINITY_DN499880_c0_g1_i1.p2","K04080"
"TRINITY_DN330386_c0_g1_i1.p1","K04083"
"TRINITY_DN38104_c0_g2_i1.p1","K04097"
"TRINITY_DN185_c0_g1_i34.p1","K04345"
"TRINITY_DN460560_c0_g1_i1.p1","K04353"
"TRINITY_DN352804_c0_g1_i1.p1","K04354"
"TRINITY_DN136617_c0_g1_i1.p1","K04365"
"TRINITY_DN400940_c0_g1_i1.p1","K04370"
"TRINITY_DN60713_c0_g1_i1.p1","K04371"
"TRINITY_DN419322_c0_g1_i1.p1","K04373"
"TRINITY_DN20925_c1_g1_i1.p1","K04382"
"TRINITY_DN33986_c0_g1_i2.p1","K04392"
"TRINITY_DN42022_c0_g2_i1.p1","K04411"
"TRINITY_DN13427_c0_g1_i1.p1","K04420"
"TRINITY_DN389151_c0_g1_i4.p1","K04421"
"TRINITY_DN120938_c0_g1_i2.p1","K04422"
"TRINITY_DN58754_c0_g1_i4.p1","K04427"
"TRINITY_DN29392_c0_g1_i1.p1","K04437"
"TRINITY_DN58198_c0_g2_i1.p1","K04456"
"TRINITY_DN394746_c0_g1_i1.p1","K04457"
"TRINITY_DN68641_c0_g1_i1.p1","K04459"
"TRINITY_DN2588_c0_g1_i1.p1","K04460"
"TRINITY_DN129075_c0_g1_i1.p1","K04461"
"TRINITY_DN11544_c0_g4_i1.p1","K04463"
"TRINITY_DN42307_c0_g1_i1.p1","K04482"
"TRINITY_DN107377_c0_g2_i2.p1","K04487"
"TRINITY_DN264731_c0_g1_i1.p1","K04499"
"TRINITY_DN21346_c0_g1_i1.p1","K04507"
"TRINITY_DN76810_c0_g3_i1.p1","K04512"
"TRINITY_DN23677_c0_g2_i1.p1","K04523"
"TRINITY_DN63230_c0_g1_i2.p1","K04536"
"TRINITY_DN5546_c0_g1_i4.p1","K04554"
"TRINITY_DN39184_c0_g1_i1.p1","K04563"
"TRINITY_DN399489_c0_g1_i1.p1","K04564"
"TRINITY_DN4408_c0_g2_i2.p1","K04565"
"TRINITY_DN34109_c1_g1_i1.p1","K04567"
"TRINITY_DN61206_c1_g1_i1.p1","K04613"
"TRINITY_DN107242_c0_g2_i2.p1","K04615"
"TRINITY_DN9606_c0_g4_i1.p1","K04630"
"TRINITY_DN5068_c0_g2_i2.p1","K04638"
"TRINITY_DN68665_c0_g1_i1.p1","K04640"
"TRINITY_DN282097_c0_g1_i1.p1","K04643"
"TRINITY_DN3826_c0_g1_i1.p1","K04645"
"TRINITY_DN104677_c0_g2_i1.p1","K04646"
"TRINITY_DN401036_c0_g1_i2.p1","K04649"
"TRINITY_DN141967_c0_g1_i2.p1","K04655"
"TRINITY_DN46940_c0_g1_i1.p1","K04688"
"TRINITY_DN744_c0_g1_i7.p1","K04708"
"TRINITY_DN480501_c0_g1_i1.p1","K04711"
"TRINITY_DN386133_c0_g1_i1.p1","K04712"
"TRINITY_DN138537_c0_g1_i1.p1","K04718"
"TRINITY_DN260928_c0_g1_i2.p1","K04728"
"TRINITY_DN50002_c0_g1_i2.p1","K04739"
"TRINITY_DN310978_c0_g1_i1.p1","K04754"
"TRINITY_DN400500_c0_g1_i1.p1","K04773"
"TRINITY_DN78440_c0_g2_i3.p1","K04774"
"TRINITY_DN92714_c0_g1_i1.p1","K04794"
"TRINITY_DN150731_c0_g1_i1.p1","K04797"
"TRINITY_DN3528_c0_g1_i3.p1","K04798"
"TRINITY_DN160128_c0_g1_i1.p1","K04799"
"TRINITY_DN3_c0_g1_i13.p1","K04802"
"TRINITY_DN63053_c1_g1_i5.p1","K04804"
"TRINITY_DN397501_c0_g1_i1.p1","K04808"
"TRINITY_DN222039_c0_g1_i1.p1","K04842"
"TRINITY_DN15016_c0_g2_i1.p1","K04885"
"TRINITY_DN448012_c0_g1_i1.p1","K04886"
"TRINITY_DN444294_c0_g1_i2.p1","K04887"
"TRINITY_DN51234_c0_g2_i4.p2","K04890"
"TRINITY_DN59668_c0_g2_i1.p1","K04899"
"TRINITY_DN36242_c0_g2_i1.p1","K04904"
"TRINITY_DN29270_c1_g2_i1.p1","K04908"
"TRINITY_DN348695_c0_g1_i1.p1","K04920"
"TRINITY_DN56533_c0_g1_i8.p1","K04936"
"TRINITY_DN207641_c0_g1_i1.p1","K04940"
"TRINITY_DN101946_c0_g2_i1.p1","K04950"
"TRINITY_DN103810_c0_g3_i1.p1","K04955"
"TRINITY_DN139221_c0_g1_i2.p1","K04956"
"TRINITY_DN94890_c0_g1_i3.p1","K04960"
"TRINITY_DN381941_c0_g1_i1.p1","K04977"
"TRINITY_DN22587_c0_g1_i4.p1","K04986"
"TRINITY_DN33073_c0_g1_i1.p1","K04990"
"TRINITY_DN269180_c0_g1_i2.p1","K05004"
"TRINITY_DN46415_c2_g1_i1.p1","K05011"
"TRINITY_DN127448_c0_g1_i3.p1","K05012"
"TRINITY_DN60352_c0_g1_i1.p1","K05016"
"TRINITY_DN88721_c0_g1_i1.p1","K05019"
"TRINITY_DN30804_c0_g1_i1.p1","K05021"
"TRINITY_DN224573_c0_g1_i1.p1","K05181"
"TRINITY_DN388309_c0_g1_i1.p1","K05208"
"TRINITY_DN32603_c0_g2_i1.p1","K05218"
"TRINITY_DN4210_c0_g1_i2.p1","K05236"
"TRINITY_DN82690_c0_g2_i1.p1","K05275"
"TRINITY_DN149627_c0_g1_i1.p1","K05290"
"TRINITY_DN35324_c0_g1_i1.p1","K05293"
"TRINITY_DN133679_c0_g1_i2.p1","K05303"
"TRINITY_DN1176_c0_g4_i2.p1","K05304"
"TRINITY_DN390951_c0_g1_i1.p1","K05305"
"TRINITY_DN47999_c0_g1_i1.p1","K05307"
"TRINITY_DN284023_c0_g1_i1.p1","K05309"
"TRINITY_DN74421_c0_g1_i2.p1","K05312"
"TRINITY_DN210409_c0_g1_i1.p1","K05349"
"TRINITY_DN77092_c0_g1_i2.p1","K05389"
"TRINITY_DN282918_c0_g1_i1.p1","K05397"
"TRINITY_DN147195_c0_g1_i1.p1","K05399"
"TRINITY_DN340555_c0_g1_i3.p1","K05521"
"TRINITY_DN67889_c0_g1_i1.p1","K05523"
"TRINITY_DN281541_c0_g1_i1.p2","K05524"
"TRINITY_DN136874_c0_g1_i2.p1","K05531"
"TRINITY_DN397197_c0_g1_i1.p1","K05535"
"TRINITY_DN268881_c0_g1_i1.p1","K05542"
"TRINITY_DN225276_c0_g1_i1.p1","K05543"
"TRINITY_DN23845_c0_g3_i1.p1","K05544"
"TRINITY_DN86229_c0_g1_i1.p1","K05546"
"TRINITY_DN207422_c0_g1_i1.p1","K05592"
"TRINITY_DN19794_c0_g1_i1.p1","K05605"
"TRINITY_DN62999_c0_g1_i1.p1","K05609"
"TRINITY_DN476803_c0_g1_i1.p1","K05610"
"TRINITY_DN43110_c0_g1_i1.p1","K05613"
"TRINITY_DN66947_c0_g1_i2.p1","K05619"
"TRINITY_DN71647_c0_g1_i4.p1","K05641"
"TRINITY_DN34828_c0_g1_i4.p1","K05643"
"TRINITY_DN39670_c1_g1_i3.p1","K05645"
"TRINITY_DN39445_c0_g1_i1.p1","K05648"
"TRINITY_DN126918_c0_g1_i1.p1","K05656"
"TRINITY_DN22330_c0_g1_i2.p1","K05657"
"TRINITY_DN28365_c0_g1_i4.p1","K05658"
"TRINITY_DN27306_c3_g1_i4.p1","K05665"
"TRINITY_DN41461_c0_g2_i1.p1","K05666"
"TRINITY_DN50999_c0_g1_i4.p1","K05670"
"TRINITY_DN47368_c2_g1_i1.p1","K05673"
"TRINITY_DN48818_c0_g1_i2.p1","K05677"
"TRINITY_DN110736_c0_g1_i3.p1","K05679"
"TRINITY_DN48495_c0_g2_i1.p1","K05681"
"TRINITY_DN121968_c0_g2_i1.p1","K05692"
"TRINITY_DN341784_c0_g1_i1.p1","K05699"
"TRINITY_DN17854_c0_g2_i7.p1","K05733"
"TRINITY_DN15775_c1_g3_i1.p1","K05740"
"TRINITY_DN187736_c0_g1_i1.p1","K05754"
"TRINITY_DN86480_c0_g1_i1.p1","K05755"
"TRINITY_DN343758_c0_g1_i1.p1","K05756"
"TRINITY_DN53252_c0_g1_i2.p1","K05757"
"TRINITY_DN491383_c0_g1_i1.p1","K05758"
"TRINITY_DN338526_c0_g1_i1.p1","K05759"
"TRINITY_DN27157_c0_g1_i1.p1","K05760"
"TRINITY_DN38856_c1_g1_i1.p1","K05765"
"TRINITY_DN169033_c0_g1_i1.p1","K05767"
"TRINITY_DN4801_c0_g1_i1.p1","K05768"
"TRINITY_DN121117_c0_g1_i2.p1","K05770"
"TRINITY_DN821_c5_g1_i5.p1","K05791"
"TRINITY_DN112574_c0_g2_i1.p1","K05794"
"TRINITY_DN30198_c0_g2_i4.p1","K05795"
"TRINITY_DN256009_c0_g1_i1.p1","K05807"
"TRINITY_DN38202_c0_g2_i1.p1","K05812"
"TRINITY_DN427613_c0_g1_i1.p1","K05825"
"TRINITY_DN127803_c0_g1_i3.p1","K05841"
"TRINITY_DN11378_c0_g2_i2.p1","K05849"
"TRINITY_DN119613_c0_g1_i2.p1","K05850"
"TRINITY_DN328071_c0_g1_i3.p1","K05857"
"TRINITY_DN6438_c0_g1_i16.p1","K05863"
"TRINITY_DN209934_c0_g1_i1.p1","K05864"
"TRINITY_DN138508_c0_g1_i1.p1","K05868"
"TRINITY_DN15835_c1_g1_i2.p1","K05869"
"TRINITY_DN54909_c0_g1_i1.p1","K05906"
"TRINITY_DN33660_c1_g1_i1.p1","K05916"
"TRINITY_DN25798_c0_g1_i1.p1","K05917"
"TRINITY_DN3568_c0_g1_i20.p1","K05918"
"TRINITY_DN17573_c0_g1_i4.p1","K05925"
"TRINITY_DN276342_c0_g1_i2.p1","K05931"
"TRINITY_DN266478_c0_g1_i1.p1","K05941"
"TRINITY_DN276269_c0_g1_i1.p1","K05955"
"TRINITY_DN9803_c0_g2_i1.p1","K05956"
"TRINITY_DN134198_c0_g2_i1.p1","K05970"
"TRINITY_DN277087_c0_g1_i1.p1","K05986"
"TRINITY_DN285183_c0_g1_i1.p1","K05989"
"TRINITY_DN25297_c0_g3_i1.p1","K05991"
"TRINITY_DN35380_c2_g1_i3.p1","K05994"
"TRINITY_DN20171_c0_g2_i1.p1","K05995"
"TRINITY_DN76888_c0_g1_i1.p1","K06002"
"TRINITY_DN87243_c0_g2_i1.p1","K06013"
"TRINITY_DN26219_c0_g1_i2.p1","K06027"
"TRINITY_DN78444_c0_g2_i1.p1","K06047"
"TRINITY_DN326909_c0_g1_i1.p1","K06058"
"TRINITY_DN90365_c1_g1_i1.p1","K06063"
"TRINITY_DN222303_c0_g1_i2.p1","K06067"
"TRINITY_DN330988_c0_g1_i1.p1","K06069"
"TRINITY_DN329411_c0_g1_i3.p1","K06072"
"TRINITY_DN17368_c0_g2_i1.p1","K06100"
"TRINITY_DN131637_c0_g1_i2.p1","K06113"
"TRINITY_DN52573_c0_g1_i1.p1","K06128"
"TRINITY_DN29101_c0_g1_i3.p1","K06129"
"TRINITY_DN86219_c0_g1_i1.p1","K06130"
"TRINITY_DN87097_c0_g1_i2.p1","K06133"
"TRINITY_DN449106_c0_g1_i1.p1","K06134"
"TRINITY_DN46558_c0_g1_i2.p1","K06158"
"TRINITY_DN31740_c0_g2_i1.p1","K06168"
"TRINITY_DN395114_c0_g1_i1.p1","K06169"
"TRINITY_DN396241_c0_g1_i2.p1","K06173"
"TRINITY_DN21696_c0_g1_i2.p1","K06174"
"TRINITY_DN78443_c0_g1_i2.p1","K06176"
"TRINITY_DN16105_c0_g1_i1.p1","K06180"
"TRINITY_DN89126_c0_g1_i1.p1","K06182"
"TRINITY_DN7790_c0_g2_i4.p1","K06184"
"TRINITY_DN33434_c0_g1_i2.p1","K06185"
"TRINITY_DN25599_c0_g1_i1.p1","K06188"
"TRINITY_DN14360_c0_g2_i1.p1","K06199"
"TRINITY_DN203484_c0_g1_i2.p1","K06200"
"TRINITY_DN103171_c0_g2_i1.p1","K06207"
"TRINITY_DN11101_c0_g1_i2.p1","K06210"
"TRINITY_DN1812_c0_g2_i9.p1","K06215"
"TRINITY_DN121981_c0_g2_i2.p1","K06221"
"TRINITY_DN17437_c0_g5_i1.p1","K06225"
"TRINITY_DN52350_c0_g1_i2.p1","K06228"
"TRINITY_DN35061_c0_g2_i1.p1","K06268"
"TRINITY_DN392251_c0_g1_i2.p1","K06269"
"TRINITY_DN97518_c0_g2_i1.p1","K06271"
"TRINITY_DN110289_c0_g2_i1.p1","K06276"
"TRINITY_DN64646_c1_g1_i2.p1","K06287"
"TRINITY_DN444799_c0_g1_i1.p1","K06413"
"TRINITY_DN327341_c0_g1_i1.p1","K06443"
"TRINITY_DN391326_c0_g1_i1.p1","K06444"
"TRINITY_DN385813_c0_g1_i1.p1","K06496"
"TRINITY_DN396923_c0_g1_i1.p1","K06515"
"TRINITY_DN33296_c0_g1_i2.p1","K06530"
"TRINITY_DN4089_c1_g1_i5.p1","K06540"
"TRINITY_DN16732_c0_g2_i5.p1","K06560"
"TRINITY_DN204466_c0_g1_i1.p1","K06573"
"TRINITY_DN269384_c0_g1_i1.p1","K06580"
"TRINITY_DN30868_c0_g2_i1.p1","K06627"
"TRINITY_DN55265_c1_g1_i1.p1","K06628"
"TRINITY_DN31389_c0_g1_i2.p1","K06630"
"TRINITY_DN16527_c0_g2_i1.p1","K06632"
"TRINITY_DN31639_c0_g1_i2.p1","K06636"
"TRINITY_DN103403_c0_g1_i1.p1","K06639"
"TRINITY_DN97812_c0_g1_i1.p1","K06640"
"TRINITY_DN130273_c0_g2_i3.p1","K06641"
"TRINITY_DN102994_c0_g2_i3.p1","K06642"
"TRINITY_DN461236_c0_g1_i1.p1","K06655"
"TRINITY_DN170887_c0_g1_i1.p1","K06666"
"TRINITY_DN33024_c0_g1_i1.p1","K06669"
"TRINITY_DN1390_c0_g2_i3.p1","K06674"
"TRINITY_DN8740_c0_g1_i8.p1","K06675"
"TRINITY_DN4201_c0_g3_i4.p1","K06676"
"TRINITY_DN5917_c0_g1_i1.p1","K06677"
"TRINITY_DN97480_c1_g2_i2.p1","K06682"
"TRINITY_DN94184_c0_g1_i2.p1","K06685"
"TRINITY_DN2700_c0_g1_i1.p1","K06689"
"TRINITY_DN447029_c0_g1_i1.p1","K06691"
"TRINITY_DN91618_c0_g4_i2.p1","K06699"
"TRINITY_DN205612_c0_g1_i1.p1","K06711"
"TRINITY_DN64055_c0_g2_i1.p1","K06816"
"TRINITY_DN337952_c0_g1_i1.p2","K06867"
"TRINITY_DN121475_c0_g1_i1.p1","K06877"
"TRINITY_DN1361_c0_g1_i2.p1","K06886"
"TRINITY_DN64543_c0_g1_i1.p1","K06889"
"TRINITY_DN22162_c0_g1_i3.p1","K06891"
"TRINITY_DN26800_c0_g1_i6.p1","K06894"
"TRINITY_DN19321_c0_g1_i1.p1","K06900"
"TRINITY_DN325295_c0_g1_i1.p1","K06901"
"TRINITY_DN55551_c0_g1_i1.p1","K06902"
"TRINITY_DN211506_c0_g1_i1.p1","K06911"
"TRINITY_DN449492_c0_g1_i1.p1","K06927"
"TRINITY_DN447248_c0_g1_i1.p1","K06928"
"TRINITY_DN263287_c0_g1_i1.p1","K06929"
"TRINITY_DN44261_c0_g1_i1.p1","K06934"
"TRINITY_DN322669_c0_g1_i1.p1","K06941"
"TRINITY_DN1512_c0_g2_i1.p1","K06943"
"TRINITY_DN79403_c1_g2_i2.p1","K06944"
"TRINITY_DN77810_c1_g1_i3.p1","K06947"
"TRINITY_DN56112_c0_g2_i2.p1","K06950"
"TRINITY_DN14508_c0_g1_i20.p1","K06954"
"TRINITY_DN49372_c0_g2_i1.p1","K06959"
"TRINITY_DN64597_c0_g1_i1.p1","K06961"
"TRINITY_DN285031_c0_g1_i1.p1","K06963"
"TRINITY_DN20730_c0_g1_i1.p1","K06965"
"TRINITY_DN342986_c0_g1_i1.p1","K06969"
"TRINITY_DN4891_c1_g3_i1.p1","K06972"
"TRINITY_DN456816_c0_g1_i2.p1","K06974"
"TRINITY_DN87352_c0_g1_i2.p1","K06978"
"TRINITY_DN447331_c0_g1_i1.p1","K06981"
"TRINITY_DN336273_c0_g1_i2.p1","K06989"
"TRINITY_DN53514_c0_g1_i1.p1","K06990"
"TRINITY_DN221752_c0_g1_i1.p1","K06995"
"TRINITY_DN39269_c0_g2_i1.p1","K06996"
"TRINITY_DN128254_c0_g1_i1.p1","K06997"
"TRINITY_DN120755_c0_g1_i3.p1","K06999"
"TRINITY_DN102726_c0_g1_i2.p1","K07001"
"TRINITY_DN61962_c0_g1_i1.p1","K07002"
"TRINITY_DN157611_c0_g1_i1.p1","K07006"
"TRINITY_DN30281_c0_g1_i1.p1","K07018"
"TRINITY_DN56922_c0_g1_i1.p1","K07019"
"TRINITY_DN270720_c0_g1_i1.p1","K07023"
"TRINITY_DN326376_c0_g1_i1.p1","K07025"
"TRINITY_DN285920_c0_g1_i1.p1","K07045"
"TRINITY_DN39312_c0_g1_i1.p1","K07046"
"TRINITY_DN122655_c0_g1_i2.p1","K07052"
"TRINITY_DN121627_c0_g1_i1.p1","K07056"
"TRINITY_DN63235_c0_g1_i1.p1","K07071"
"TRINITY_DN1903_c0_g1_i2.p1","K07093"
"TRINITY_DN92125_c0_g2_i1.p1","K07114"
"TRINITY_DN114019_c0_g1_i4.p1","K07119"
"TRINITY_DN47974_c0_g2_i2.p1","K07127"
"TRINITY_DN13587_c0_g2_i1.p1","K07140"
"TRINITY_DN78639_c0_g2_i1.p1","K07151"
"TRINITY_DN23877_c0_g1_i1.p1","K07152"
"TRINITY_DN236547_c0_g1_i1.p1","K07164"
"TRINITY_DN6805_c3_g1_i1.p1","K07178"
"TRINITY_DN19428_c0_g1_i1.p1","K07179"
"TRINITY_DN274944_c0_g1_i1.p1","K07192"
"TRINITY_DN386531_c0_g1_i1.p1","K07198"
"TRINITY_DN228239_c0_g1_i1.p1","K07200"
"TRINITY_DN103422_c0_g2_i1.p1","K07203"
"TRINITY_DN333559_c0_g1_i1.p1","K07214"
"TRINITY_DN48404_c0_g2_i2.p1","K07238"
"TRINITY_DN18022_c0_g1_i1.p1","K07240"
"TRINITY_DN325606_c0_g1_i2.p1","K07241"
"TRINITY_DN136625_c1_g1_i1.p1","K07252"
"TRINITY_DN45156_c0_g2_i3.p1","K07258"
"TRINITY_DN103621_c0_g1_i4.p1","K07263"
"TRINITY_DN19986_c0_g1_i1.p1","K07297"
"TRINITY_DN2689_c0_g2_i4.p1","K07300"
"TRINITY_DN452605_c0_g1_i1.p1","K07304"
"TRINITY_DN63548_c0_g1_i1.p1","K07305"
"TRINITY_DN230913_c0_g1_i1.p1","K07323"
"TRINITY_DN146395_c0_g1_i1.p1","K07335"
"TRINITY_DN15669_c0_g2_i2.p1","K07374"
"TRINITY_DN57988_c0_g1_i1.p1","K07375"
"TRINITY_DN134907_c0_g1_i4.p1","K07376"
"TRINITY_DN144078_c0_g1_i1.p1","K07386"
"TRINITY_DN73607_c0_g1_i5.p1","K07390"
"TRINITY_DN265440_c0_g1_i1.p1","K07393"
"TRINITY_DN92244_c1_g1_i1.p1","K07394"
"TRINITY_DN109346_c0_g1_i2.p1","K07401"
"TRINITY_DN151245_c0_g1_i1.p1","K07404"
"TRINITY_DN61462_c0_g2_i3.p1","K07407"
"TRINITY_DN70226_c1_g1_i1.p1","K07424"
"TRINITY_DN113090_c0_g2_i1.p1","K07426"
"TRINITY_DN460309_c0_g1_i1.p1","K07440"
"TRINITY_DN38274_c1_g1_i3.p1","K07441"
"TRINITY_DN294988_c0_g1_i1.p1","K07442"
"TRINITY_DN297767_c0_g1_i1.p1","K07466"
"TRINITY_DN426245_c0_g1_i1.p1","K07511"
"TRINITY_DN108116_c1_g1_i1.p2","K07512"
"TRINITY_DN386105_c0_g1_i1.p1","K07513"
"TRINITY_DN151452_c0_g1_i1.p1","K07516"
"TRINITY_DN361400_c0_g1_i1.p1","K07517"
"TRINITY_DN365438_c0_g1_i1.p1","K07542"
"TRINITY_DN382970_c0_g1_i1.p1","K07552"
"TRINITY_DN47345_c0_g1_i1.p1","K07556"
"TRINITY_DN152436_c0_g1_i1.p1","K07560"
"TRINITY_DN10223_c0_g2_i1.p1","K07561"
"TRINITY_DN411440_c0_g1_i1.p1","K07562"
"TRINITY_DN322172_c0_g1_i1.p1","K07565"
"TRINITY_DN44349_c0_g1_i1.p1","K07573"
"TRINITY_DN215020_c0_g1_i2.p1","K07575"
"TRINITY_DN205559_c0_g1_i1.p1","K07583"
"TRINITY_DN68818_c0_g1_i1.p1","K07750"
"TRINITY_DN326763_c0_g1_i1.p1","K07755"
"TRINITY_DN452245_c0_g1_i1.p1","K07756"
"TRINITY_DN107998_c0_g1_i3.p1","K07759"
